AU1,AU2,AU4,AU5,AU6,AU7,AU9,AU10,AU11,AU12,AU13,AU14,AU15,AU16,AU17,AU18,AU19,AU20,AU22,AU23,AU24,AU25,AU26,AU27,AU32,AU38,AU39,AUL1,AUR1,AUL2,AUR2,AUL4,AUR4,AUL6,AUR6,AUL10,AUR10,AUL12,AUR12,AUL14,AUR14
0.4034518599510193,0.1173008680343627,0.4424555897712707,0.2260949164628982,0.1951536238193512,0.3272360563278198,0.0600300803780555,0.160765916109085,0.0210588071495294,0.0634048134088516,0.0049304943531751,0.1455997824668884,0.0911116898059845,0.1162722259759903,0.4384604692459106,0.0557373166084289,0.0237598996609449,0.1078831031918525,0.0222625695168972,0.0751548781991005,0.0367847047746181,0.2251212745904922,0.0582211315631866,0.0593952909111976,0.0679700821638107,0.2038410305976867,0.054567240178585,0.1908064782619476,0.3640193343162536,0.2802014350891113,0.1752875447273254,0.037890687584877,0.0406589359045028,0.0658250451087951,0.027555638924241,0.2186419665813446,0.0966304838657379,0.0690340548753738,0.0269819125533103,0.4789386689662933,0.0789678394794464
0.4641103446483612,0.1603815108537674,0.4295650124549866,0.2748647332191467,0.1981257498264312,0.3254107236862182,0.0559043288230896,0.1676504611968994,0.0226960070431232,0.0647465586662292,0.0046166167594492,0.1476436555385589,0.0916379317641258,0.1060815528035163,0.4585221409797668,0.0501927435398101,0.023448035120964,0.1086180433630943,0.0224244724959135,0.0845938697457313,0.0236549451947212,0.2270378619432449,0.064334936439991,0.0561109147965908,0.0608970709145069,0.2052513211965561,0.0509246923029422,0.1892751157283783,0.3225038349628448,0.2927249670028686,0.1821236610412597,0.0381934083998203,0.0382796078920364,0.0518720224499702,0.0210283435881137,0.217355191707611,0.0932831615209579,0.0717816650867462,0.0304612629115581,0.46110999584198,0.0702271834015846
0.4611909985542297,0.1526059210300445,0.4424284696578979,0.2674018442630768,0.2013803422451019,0.3308277726173401,0.0574811547994613,0.1707351803779602,0.0226264223456382,0.0652035176753997,0.0041111600585281,0.1483329534530639,0.0953434556722641,0.1048678457736969,0.4613458812236786,0.0501786470413208,0.0235408507287502,0.1087546125054359,0.0220971070230007,0.0857920199632644,0.0312974788248539,0.2292487919330597,0.0655911862850189,0.0560004785656929,0.0600076019763946,0.2043365240097046,0.0503914095461368,0.188186764717102,0.3203273117542267,0.2904238700866699,0.1780112087726593,0.0361808203160762,0.0374566912651062,0.0514330565929412,0.020872438326478,0.2194813191890716,0.0921957492828369,0.0712180212140083,0.0299999583512544,0.4625221490859985,0.0703761279582977
0.3778530955314636,0.069203071296215,0.4964452385902405,0.131702646613121,0.2004710435867309,0.3891468942165375,0.0805627927184104,0.1765148043632507,0.025543488562107,0.0735786631703376,0.0050461404025554,0.1703143119812011,0.1074313670396804,0.1006643250584602,0.47265625,0.0560671761631965,0.0245123542845249,0.091210626065731,0.01684913598001,0.0956857278943061,0.0417653508484363,0.2395642548799514,0.0667276978492736,0.0501396358013153,0.0478012822568416,0.1953745186328888,0.0548548102378845,0.1636440753936767,0.3277003169059753,0.246196448802948,0.1419248431921005,0.0301080159842968,0.039157286286354,0.0808805674314498,0.0279333479702472,0.1971396654844284,0.088513359427452,0.0640829801559448,0.0309079363942146,0.4271876215934753,0.0777992457151413
0.3737802803516388,0.0693787485361099,0.4920523166656494,0.1331883072853088,0.2003614008426666,0.3921059072017669,0.0827573388814926,0.1782933175563812,0.0261250883340835,0.0736320987343788,0.0049663409590721,0.1708046495914459,0.1115502119064331,0.1020383164286613,0.4748463034629822,0.0559621527791023,0.0245853960514068,0.0933412760496139,0.0121910832822322,0.0958741754293441,0.043224848806858,0.2395823150873184,0.0670644491910934,0.0504189282655715,0.0484720095992088,0.1966772675514221,0.0548668839037418,0.1642805933952331,0.3286264836788177,0.2467100322246551,0.142127126455307,0.0303888954222202,0.0395910255610942,0.0811274349689483,0.0278479978442192,0.1974295526742935,0.0883591622114181,0.0642982125282287,0.0310012251138687,0.4296920299530029,0.078992947936058
0.3630595803260803,0.0750127285718917,0.51701819896698,0.1521089375019073,0.2045312523841858,0.3773729801177978,0.0784172713756561,0.170235201716423,0.0297142211347818,0.0669595599174499,0.0046860454604029,0.1560946553945541,0.1193330958485603,0.11048324406147,0.5313127040863037,0.0482727065682411,0.0235092956572771,0.1168230324983596,0.0216730162501335,0.0983523949980735,0.0479316487908363,0.2209830731153488,0.0618874914944171,0.0524369627237319,0.0527352504432201,0.2067536115646362,0.0614591427147388,0.1683827936649322,0.3328147232532501,0.2656481862068176,0.1578557789325714,0.0330051444470882,0.0380477719008922,0.0708537027239799,0.0274582281708717,0.2104454934597015,0.0923982858657836,0.0663492530584335,0.0313365682959556,0.4874045252799988,0.0772077664732933
0.4345884323120117,0.1265345811843872,0.4947858154773712,0.2538197040557861,0.2108483612537384,0.3592761158943176,0.0704526007175445,0.1750628650188446,0.0254588350653648,0.0665428340435028,0.0022904651705175,0.1523674726486206,0.1376225650310516,0.1034777462482452,0.5367662906646729,0.0491809695959091,0.0219508111476898,0.1147959604859352,0.0217496864497661,0.0996433049440383,0.0384503901004791,0.2157179117202758,0.0632699653506279,0.052557997405529,0.0550165027379989,0.1984200924634933,0.0568397566676139,0.1798868179321289,0.3156821727752685,0.281204342842102,0.1687249839305877,0.0328041836619377,0.0339041836559772,0.0448400676250457,0.019830809906125,0.2246020138263702,0.0867561697959899,0.0696704685688018,0.0290406066924333,0.4643865823745727,0.0699939280748367
0.42061847448349,0.120146632194519,0.4948226809501648,0.2236416637897491,0.2039904743432998,0.3406224846839905,0.0707846581935882,0.1610723733901977,0.0240932591259479,0.0648425072431564,0.0028588380664587,0.1472051739692688,0.1159572005271911,0.103573128581047,0.5176059603691101,0.0493759028613567,0.0221997741609811,0.1098288968205452,0.0226205289363861,0.0942420810461044,0.0341772623360157,0.2080942243337631,0.0577607676386833,0.0543534681200981,0.0537922866642475,0.2008862197399139,0.0535318031907081,0.1845564097166061,0.3295999765396118,0.2838807106018066,0.1703971624374389,0.0362232401967048,0.0348440185189247,0.0527867637574672,0.0223612990230321,0.2242089807987213,0.0883010029792785,0.0669764801859855,0.0282424017786979,0.4706520438194275,0.0702743381261825
0.377937763929367,0.0720831453800201,0.5242592692375183,0.1372826993465423,0.20926234126091,0.3731010258197784,0.0765329003334045,0.1615704894065857,0.0295353084802627,0.0677008405327797,0.0048838127404451,0.1551287919282913,0.1112845167517662,0.1021721363067627,0.5290859341621399,0.0488388799130916,0.0236194171011447,0.1110437512397766,0.0142175918444991,0.092331476509571,0.0487068332731723,0.2165286391973495,0.0590774342417717,0.0508436001837253,0.0531883984804153,0.2039350569248199,0.0602806359529495,0.1758567988872528,0.3519254624843597,0.263366162776947,0.1520448625087738,0.0333858281373977,0.03781034424901,0.0736992731690406,0.0283305719494819,0.2074694037437439,0.0913535952568054,0.0630334913730621,0.0317860357463359,0.4927418231964111,0.0778733640909195
0.3774455189704895,0.0776413306593895,0.5260383486747742,0.1605620235204696,0.2108376920223236,0.3764225840568542,0.0768419504165649,0.1648454815149307,0.0281470995396375,0.0670776218175888,0.0048431004397571,0.1525431424379348,0.1164111047983169,0.1055461689829826,0.5426543951034546,0.0477316454052925,0.0241519212722778,0.1122553497552871,0.0153039963915944,0.0890009477734565,0.0482695177197456,0.213875263929367,0.0618983842432498,0.0511150583624839,0.0536316484212875,0.2059361785650253,0.0607083067297935,0.1706033051013946,0.3289411664009094,0.2702888250350952,0.1568202376365661,0.0349075831472873,0.0379459634423255,0.0699050426483154,0.0273473113775253,0.2096663266420364,0.0909831747412681,0.0659317225217819,0.0318644121289253,0.4874115586280823,0.0743640959262847
