AU1,AU2,AU4,AU5,AU6,AU7,AU9,AU10,AU11,AU12,AU13,AU14,AU15,AU16,AU17,AU18,AU19,AU20,AU22,AU23,AU24,AU25,AU26,AU27,AU32,AU38,AU39,AUL1,AUR1,AUL2,AUR2,AUL4,AUR4,AUL6,AUR6,AUL10,AUR10,AUL12,AUR12,AUL14,AUR14
0.2221616506576538,0.0323225557804107,0.5952234268188477,0.0950526893138885,0.2540371716022491,0.4188162684440613,0.2612481415271759,0.2139692902565002,0.0286541301757097,0.0747166275978088,0.0166360735893249,0.1771443486213684,0.1031551361083984,0.1520109325647354,0.4272798299789428,0.052817665040493,0.0272565372288227,0.1348189264535904,0.0204564705491065,0.0847442299127578,0.0657347738742828,0.2451196908950805,0.0691884383559227,0.0549790151417255,0.063258059322834,0.1996127367019653,0.0687319785356521,0.2019927352666854,0.3649874329566955,0.1720943450927734,0.1988683044910431,0.0437438488006591,0.0593869909644126,0.0734149813652038,0.0265182703733444,0.1303187310695648,0.0846083015203476,0.068092331290245,0.0279268715530633,0.5780457258224487,0.0972206965088844
0.2303521335124969,0.0321674235165119,0.590481698513031,0.0962383896112442,0.2763450145721435,0.4159844815731048,0.2163861840963363,0.2092825472354889,0.0279864780604839,0.0773705393075943,0.0194653868675231,0.2031553536653518,0.1064775288105011,0.1580694317817688,0.4450009763240814,0.0538874939084053,0.0298055969178676,0.1563129425048828,0.0204828362911939,0.0821049213409423,0.0659970566630363,0.2551702558994293,0.062997967004776,0.0574484057724475,0.074873574078083,0.2162938565015792,0.0694442093372345,0.2053866535425186,0.3767553567886352,0.1714819371700287,0.214153915643692,0.0505248680710792,0.0605615936219692,0.0857739746570587,0.0297785773873329,0.1357237696647644,0.0875867456197738,0.0729052126407623,0.0320766493678092,0.5570861101150513,0.093966856598854
0.2264752984046936,0.0323244929313659,0.5893931984901428,0.0970526337623596,0.272111564874649,0.4103277325630188,0.2192889750003814,0.2041094303131103,0.0281491596251726,0.07636708766222,0.0200762543827295,0.1802406013011932,0.1032734215259552,0.1597505807876587,0.4418798089027405,0.0537271872162818,0.0296101998537778,0.1564853191375732,0.0223548412322998,0.0804487913846969,0.0656536519527435,0.2524111866950989,0.062338463962078,0.0583169385790824,0.0775412395596504,0.2186696231365203,0.0710959732532501,0.2064865380525589,0.3805348873138428,0.1740619242191314,0.217303529381752,0.0517455972731113,0.0614701509475708,0.0866144225001335,0.0302682947367429,0.1361020803451538,0.0886363983154296,0.0738098919391632,0.032274879515171,0.5810102820396423,0.1024260222911834
0.2059299945831298,0.0522245466709136,0.5944011211395264,0.0891594141721725,0.2811575531959533,0.3833047151565552,0.2045531272888183,0.1880708634853363,0.0296090859919786,0.0769363641738891,0.0214656647294759,0.2066019475460052,0.0887136086821556,0.1372936218976974,0.4025222957134247,0.0547485835850238,0.0299027599394321,0.1651487499475479,0.0253162570297718,0.0770613253116607,0.0655992627143859,0.2570898234844208,0.0435269474983215,0.067704439163208,0.0932070091366767,0.2314898073673248,0.0830026715993881,0.2103659212589264,0.4017989039421081,0.2409628033638,0.2238625735044479,0.0569624155759811,0.0664067342877388,0.0944422781467437,0.0327522568404674,0.1315546929836273,0.0954266935586929,0.0744158774614334,0.0346242971718311,0.5902004241943359,0.1200707405805587
0.2072228640317917,0.0521817356348037,0.5967252850532532,0.088185429573059,0.2816599607467651,0.3844807147979736,0.2014517039060592,0.1890725791454315,0.0291405785828828,0.0772523954510688,0.0205898433923721,0.2062802165746688,0.0911475643515586,0.1353394985198974,0.4031258821487427,0.05428446829319,0.0295788533985614,0.1625879108905792,0.0246800798922777,0.078821063041687,0.0675551444292068,0.2555174827575683,0.0438424870371818,0.0654680505394935,0.0896981135010719,0.2281504720449447,0.0809486508369445,0.2086211442947387,0.399860143661499,0.237535148859024,0.2210981547832489,0.0555087886750698,0.065417543053627,0.0936344116926193,0.0324485674500465,0.1299613565206527,0.0944192185997963,0.07313933968544,0.0343500971794128,0.5897923707962036,0.119117759168148
0.2253283858299255,0.0486837774515152,0.6071964502334595,0.0906418114900589,0.2485787868499755,0.4075441360473633,0.1999127864837646,0.1996594667434692,0.0273179952055215,0.0726256519556045,0.0189526099711656,0.2028213739395141,0.1098075062036514,0.1283739060163498,0.4415242969989776,0.05246002972126,0.0279817841947078,0.1403613984584808,0.0214718095958232,0.0912913680076599,0.0840197205543518,0.2462671250104904,0.0538421124219894,0.0518589206039905,0.0617100410163402,0.2068413197994232,0.06806031614542,0.2021341919898986,0.3649022579193115,0.1745140850543975,0.1827992498874664,0.0458075776696205,0.0591948255896568,0.0868212506175041,0.0305312499403953,0.1267843246459961,0.0880227088928222,0.0739017501473426,0.0322576873004436,0.5559748411178589,0.0947147831320762
0.2390418946743011,0.0526311174035072,0.6243189573287964,0.0909358412027359,0.2786481380462646,0.3924581408500671,0.1898351907730102,0.1952837109565735,0.0279283504933118,0.0772862285375595,0.0185863059014081,0.17847840487957,0.1029570326209068,0.1211288422346115,0.4614675641059875,0.0559158697724342,0.0292402356863021,0.1571467518806457,0.023012176156044,0.0840831845998764,0.0638906210660934,0.2544669210910797,0.042644876986742,0.0546575710177421,0.0926841795444488,0.2183492183685302,0.0715473741292953,0.2027937173843383,0.3864485025405884,0.2018893659114837,0.2463138103485107,0.0513181537389755,0.0621142871677875,0.0931644141674041,0.0298309065401554,0.1343629360198974,0.0934035629034042,0.0714476853609085,0.0354496352374553,0.6010428667068481,0.0974989384412765
0.2382641434669494,0.0540782064199447,0.6282615661621094,0.08943872153759,0.2699586153030395,0.3936845958232879,0.1882850229740142,0.1910905838012695,0.0297851264476776,0.0743454992771148,0.0171364471316337,0.1781685203313827,0.1038423627614975,0.1222137883305549,0.4477676749229431,0.0543249510228633,0.0285427384078502,0.149417906999588,0.0221797823905944,0.0877852588891983,0.0665799304842948,0.2531093657016754,0.0434236600995063,0.0537666156888008,0.0884646102786064,0.213995411992073,0.059669405221939,0.2011648118495941,0.3777915835380554,0.1816933453083038,0.1936695575714111,0.0471589341759681,0.0582986772060394,0.0859980732202529,0.0290882084518671,0.1313473582267761,0.0885854959487915,0.0745238438248634,0.0328823365271091,0.6011108160018921,0.0953465551137924
0.2379622310400009,0.0533962026238441,0.6265239119529724,0.0882242918014526,0.2630952596664428,0.3908385038375854,0.1836992353200912,0.1892963051795959,0.0287342481315135,0.0724763572216034,0.0170120690017938,0.1759505271911621,0.1008081287145614,0.1207230910658836,0.4397662878036499,0.0548200346529483,0.028503319248557,0.1260806024074554,0.0218627303838729,0.0892020761966705,0.0655431151390075,0.2498243302106857,0.0424762368202209,0.0529302060604095,0.086418867111206,0.2122825682163238,0.0588265657424926,0.2013556212186813,0.3790575861930847,0.180457592010498,0.1943494975566864,0.046865239739418,0.0584309324622154,0.0856082290410995,0.0287758242338895,0.1311206221580505,0.0883418843150138,0.074466198682785,0.0326287783682346,0.6017155647277832,0.0947352200746536
0.2226595729589462,0.0518199317157268,0.6271931529045105,0.0932650566101074,0.248412400484085,0.4077876508235931,0.2640170454978943,0.1988389492034912,0.0292965564876794,0.0732623934745788,0.0155044198036193,0.1806339919567108,0.1110619157552719,0.1248516663908958,0.4374026656150818,0.0519256815314292,0.027842316776514,0.1187130510807037,0.0210707392543554,0.0886178314685821,0.0680037587881088,0.244941771030426,0.0684164389967918,0.0548784919083118,0.069267064332962,0.2044459879398346,0.0672887861728668,0.201038584113121,0.3614729940891266,0.1812409609556198,0.1778431981801986,0.0416571386158466,0.0568113252520561,0.0806820914149284,0.0296055302023887,0.1298777163028717,0.0847204700112342,0.0697221532464027,0.0300473347306251,0.6215783357620239,0.0844743326306343
