timestamp,x,y,l_x,l_y,r_x,r_y,pupil_l,pupil_r,event_type,fixation_x,fixation_y,event_duration,fixation_id,merged,event_id,aoi_type,aoi,aoi_id
0.0,1248.037185668945,696.3603401184081,0.4973010420799255,0.480956494808197,0.4875145256519317,0.4835835695266723,2.1699981689453125,2.4371337890625,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
4.0,1250.3411865234375,707.5199174880981,0.4962080419063568,0.4827329814434051,0.4884145259857178,0.4913332760334015,2.162689208984375,2.472885131835937,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
8.0,1251.4826202392578,721.9789123535156,0.4964025020599365,0.4695734083652496,0.4888603985309601,0.5013742446899414,2.1453399658203125,2.4829864501953125,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
12.0,1253.1949615478516,709.7974777221679,0.4855725765228271,0.4350921213626861,0.4895292818546295,0.4929149150848388,2.040008544921875,2.4700469970703125,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
16.0,1257.314987182617,717.9222536087035,0.4929079115390777,0.4794269502162933,0.4911386668682098,0.4985571205615997,2.171630859375,2.4935302734375,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
20.0,1247.8402709960938,732.9115962982178,0.4917678833007812,0.4454275071620941,0.4874376058578491,0.5089663863182068,2.060455322265625,2.5156402587890625,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
24.0,1262.2752380371091,707.545495033264,0.4899954199790954,0.4784055054187774,0.4930762648582458,0.4913510382175445,2.1629180908203125,2.469635009765625,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
28.0,1246.058654785156,722.4847984313965,0.4905959367752075,0.429411232471466,0.4867416620254516,0.5017255544662476,2.0264434814453125,2.5015411376953125,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
32.0,1252.2402954101562,708.4816074371337,0.4846729636192322,0.4586058557033539,0.4891563653945923,0.4920011162757873,2.0853424072265625,2.4822998046875,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
36.0,1253.1537628173826,721.3879680633545,0.4828540384769439,0.4650909900665283,0.4895131886005401,0.5009638667106628,2.1397247314453125,2.50775146484375,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
40.0,1249.324493408203,714.35809135437,0.4923109114170074,0.4643395841121673,0.4880173802375793,0.4960820078849792,2.11712646484375,2.513092041015625,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
44.0,1259.224853515625,729.2410469055176,0.4959220588207245,0.4612360000610351,0.491884708404541,0.5064173936843872,2.0727691650390625,2.511459350585937,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
48.0,1257.6750183105469,711.0093641281128,0.487428218126297,0.4663033783435821,0.4912793040275574,0.493756502866745,2.161239624023437,2.491073608398437,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
52.0,1250.7554626464841,703.335371017456,0.4911336004734039,0.4700199663639068,0.4885763525962829,0.4884273409843445,2.1298980712890625,2.4862518310546875,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
56.0,1245.9316253662107,703.3722352981567,0.4846574068069458,0.4800813198089599,0.4866920411586761,0.4884529411792755,2.1660614013671875,2.4692535400390625,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
60.0,1253.774642944336,723.7984371185303,0.4912315309047699,0.4435521364212036,0.4897557199001312,0.5026378035545349,2.0644989013671875,2.4911346435546875,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
64.0,1247.1956634521484,712.190179824829,0.4891088306903839,0.4366382956504822,0.4871858060359955,0.4945765137672424,2.023590087890625,2.488861083984375,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
68.0,1250.4656219482422,719.0874910354613,0.4874498844146728,0.4692137539386749,0.4884631335735321,0.4993663132190704,2.112823486328125,2.516387939453125,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
72.0,1254.8908996582031,705.2905082702637,0.487976998090744,0.4581176936626434,0.4901917576789856,0.4897850751876831,2.0999298095703125,2.4915924072265625,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
76.0,1263.078155517578,715.3697776794434,0.4933521747589111,0.448469340801239,0.4933899044990539,0.4967845678329468,2.050048828125,2.5164794921875,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
80.0,1254.490966796875,720.9416484832764,0.4978918135166168,0.4398454129695892,0.4900355339050293,0.5006539225578308,2.0180206298828125,2.49859619140625,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
84.0,1255.8973693847656,696.6010951995848,0.4903207123279571,0.4844377934932709,0.4905849099159241,0.4837507605552673,2.15972900390625,2.4676055908203125,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
88.0,1248.3882904052732,701.4364099502562,0.4817562699317932,0.461475133895874,0.4876516759395599,0.4871086180210113,2.067718505859375,2.4776611328125,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
92.0,1251.2265014648438,696.9811534881591,0.4871712028980255,0.4662009179592132,0.4887603521347046,0.4840146899223327,2.133697509765625,2.4806365966796875,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
96.0,1247.1337127685547,687.6514005661011,0.4855644404888153,0.4466957747936249,0.4871616065502167,0.4775356948375702,2.0690155029296875,2.453231811523437,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
100.0,1262.0887756347656,710.3673505783081,0.4861693978309631,0.4526478946208954,0.4930034279823303,0.4933106601238251,2.0694122314453125,2.4840545654296875,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
104.0,1252.3481750488281,722.7417755126953,0.4877583980560303,0.4481170177459717,0.4891985058784485,0.5019040107727051,2.073394775390625,2.504867553710937,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
108.0,1262.2457885742188,700.2156400680541,0.4871718883514404,0.4881515204906463,0.4930647611618042,0.4862608611583709,2.154541015625,2.485107421875,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
112.0,1242.8569793701172,699.3273353576659,0.4916871786117553,0.4610041379928589,0.485491007566452,0.485643982887268,2.08514404296875,2.4775543212890625,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
116.0,1248.2289886474607,699.1993618011473,0.4853048324584961,0.4614050686359405,0.4875894486904144,0.4855551123619079,2.0934295654296875,2.4716033935546875,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
120.0,1258.077163696289,706.2936115264893,0.4839284420013428,0.4903057217597961,0.4914363920688629,0.4904816746711731,2.155120849609375,2.498443603515625,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
124.0,1255.7604217529295,711.3437175750731,0.4871279001235962,0.4731338024139404,0.4905314147472381,0.4939886927604675,2.1509246826171875,2.491851806640625,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
128.0,1255.2378082275388,711.7681503295897,0.4877585172653198,0.4474632441997528,0.4903272688388824,0.4942834377288818,2.0540924072265625,2.4984588623046875,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
132.0,1255.830612182617,706.0120010375975,0.4876025021076202,0.4530960917472839,0.4905588328838348,0.490286111831665,2.08392333984375,2.487777709960937,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
136.0,1253.5848999023438,688.8155221939087,0.4874509871006012,0.4262806177139282,0.489681601524353,0.4783441126346588,2.009429931640625,2.454803466796875,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
140.0,1261.9435882568357,686.4609289169312,0.489791601896286,0.4701056778430938,0.4929467141628265,0.4767089784145355,2.1045074462890625,2.469482421875,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
144.0,1259.3354034423828,687.48553276062,0.48866668343544,0.4336890876293182,0.4919278919696808,0.4774205088615417,2.01116943359375,2.473007202148437,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
148.0,1261.7747497558591,695.3177547454834,0.4892659485340118,0.4855480194091797,0.4928807616233825,0.4828595519065857,2.142913818359375,2.4716796875,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
152.0,1270.0303649902344,683.2375144958495,0.4891334176063537,0.4511036872863769,0.4961056113243103,0.4744704961776733,2.0486297607421875,2.46978759765625,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
156.0,1252.9344940185547,710.0336837768554,0.489411860704422,0.4881802201271057,0.4894275367259979,0.4930789470672607,2.1576080322265625,2.500961303710937,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
160.0,1252.9729461669922,698.9488649368286,0.4902048408985138,0.4434731900691986,0.4894425570964813,0.485381156206131,2.0172271728515625,2.50982666015625,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
164.0,1256.8580627441404,697.5388383865355,0.4846283793449402,0.4369857311248779,0.4909601807594299,0.4844019711017608,2.0345611572265625,2.471710205078125,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
168.0,1256.0549163818357,688.7624788284302,0.4875659644603729,0.4388858377933502,0.4906464517116546,0.4783072769641876,2.012298583984375,2.4645233154296875,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
172.0,1249.2815399169922,691.0297393798827,0.4895553588867187,0.4822498857975006,0.4880006015300751,0.4798817634582519,2.1533660888671875,2.47528076171875,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
176.0,1261.386032104492,692.2660875320433,0.4906725287437439,0.4822652339935303,0.4927289187908172,0.480740338563919,2.124786376953125,2.465682983398437,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
180.0,1245.7678222656248,692.0438289642334,0.4895102381706238,0.465646743774414,0.4866280555725097,0.4805859923362732,2.086883544921875,2.481536865234375,Fixation,1253.3094211500518,705.3840952503438,192.0,1.0,True,1,image,,10.0
