anger,disgust,fear,happiness,sadness,surprise,neutral
0.014915673,0.00016752997,0.0008626941,0.0024225553,0.010088091,0.00202639,0.9695171
0.010763128,0.00012156502,0.00076825044,0.0025274917,0.0082059605,0.0028621422,0.9747515
0.01018355,0.00013055577,0.0007425532,0.0022479338,0.008488032,0.0022446872,0.9759627
0.0073096226,0.00010965071,0.0007573815,0.0019073236,0.007930351,0.0030567672,0.97892886
0.0071078106,0.00010782969,0.0007401184,0.0018967043,0.0076951147,0.0028439865,0.97960836
0.006419864,0.000112555055,0.0005775426,0.0019709317,0.008908832,0.002228334,0.979782
0.00591686,0.00010368148,0.0005115468,0.0018325294,0.009155183,0.0019438462,0.98053634
0.0052541634,0.00010139982,0.0004927827,0.00217757,0.009302832,0.0017955388,0.98087573
0.0052239005,0.000105207204,0.0004944227,0.0023353351,0.009455073,0.0018423693,0.9805437
0.007050103,0.00013029308,0.00084082875,0.0019367945,0.011254837,0.0022219873,0.9765652
0.007070606,0.00013674628,0.0008621758,0.0019981053,0.0111279385,0.0023807946,0.9764237
0.007072104,0.00013331653,0.00082916144,0.0019934748,0.011659206,0.0023320746,0.97598064
0.008189658,0.00019714396,0.0010616468,0.0020860059,0.011062815,0.0026932396,0.97470945
0.0074215117,0.00017194211,0.0010660947,0.001722924,0.011282435,0.0024225465,0.9759126
0.00725063,0.00016312112,0.0010379096,0.0017135917,0.011101898,0.0025699036,0.9761629
0.00556834,0.00010460301,0.00083601725,0.001745136,0.009796387,0.0030410835,0.9789084
0.005282511,0.000104628234,0.0008565069,0.0016150544,0.010041753,0.0030745792,0.97902495
0.0042752237,9.010936e-05,0.0004671316,0.0014723571,0.010124112,0.0015164856,0.9820546
0.004314089,9.05616e-05,0.000449449,0.0014205864,0.010159651,0.0014301601,0.98213553
0.005844683,0.00013993148,0.00065853185,0.0012812235,0.013309182,0.0026079293,0.97615844
0.0043307957,9.714552e-05,0.00053811213,0.0015595267,0.009593211,0.002068904,0.9818123
0.0079094125,0.00017905113,0.0006976515,0.0012483904,0.0124532245,0.0029663073,0.97454596
0.008544252,0.00017010052,0.00070927956,0.0012377396,0.012064206,0.0030628536,0.9742115
0.008833692,0.00015637097,0.00069325767,0.0012245538,0.011549024,0.002681428,0.9748617
0.009077462,0.0001603189,0.0007185837,0.0012329081,0.011534729,0.0028633417,0.9744126
0.008110616,0.00015166859,0.0006914079,0.0013469033,0.0116479155,0.0025412648,0.9755103
0.00784885,0.00014782368,0.00066939776,0.0013339825,0.011505029,0.0024048043,0.9760901
0.006161824,0.00012648439,0.00056299707,0.0013143079,0.011548793,0.0023481643,0.9779374
0.006075305,0.0001239267,0.0005421885,0.0013089423,0.01155984,0.0022080138,0.9781818
0.008332384,0.00017747404,0.00072294206,0.0016947641,0.013581374,0.0029169428,0.97257406
0.008612438,0.00019135795,0.0007295638,0.0016823777,0.01355158,0.0031035973,0.9721291
0.00629738,0.000109453766,0.00057884643,0.0016502512,0.006955146,0.0018764625,0.9825325
0.00596767,0.000103027356,0.00058917725,0.0016800488,0.007205558,0.0019200734,0.98253447
0.0069332225,0.00011975553,0.0006275836,0.0017558719,0.0077788606,0.001824542,0.98096013
