anger,disgust,fear,happiness,sadness,surprise,neutral
0.0011859182,0.00061704195,0.0007007599,0.003361776,0.006184606,0.007732133,0.9802178
0.0011070091,0.0008860888,0.0005218072,0.0032543542,0.0057795737,0.012132317,0.9763189
0.0011518294,0.0009013354,0.00054799224,0.0034539956,0.005747896,0.013129133,0.97506785
0.0009822465,0.00064563245,0.00052962283,0.003642593,0.006081834,0.012326378,0.9757917
0.001012008,0.00064649095,0.00051283574,0.003696658,0.005877213,0.012839003,0.97541577
0.000876489,0.000669448,0.0005526157,0.0030402956,0.007349696,0.012621454,0.97489005
0.00080551667,0.00066779874,0.00059992936,0.0033017711,0.008073348,0.012319035,0.97423255
0.0011197508,0.0007472769,0.0009023367,0.0024235647,0.008727983,0.008895604,0.97718346
0.0010957343,0.00064448756,0.0011554436,0.0032591156,0.01093731,0.010474578,0.9724334
0.0010259085,0.0006040189,0.0010716114,0.0029060605,0.01045369,0.0082899565,0.9756487
0.0010145892,0.00065352244,0.0011104076,0.0030101018,0.010630995,0.008653184,0.9749272
0.0010953259,0.00053649733,0.00076511514,0.00335486,0.0072850576,0.006471856,0.9804913
0.0011552897,0.00052919105,0.0007833379,0.002943266,0.00709458,0.006019143,0.98147523
0.00088778016,0.0007868736,0.0009411427,0.0034370555,0.010368631,0.012939793,0.9706387
0.0009146239,0.0008068052,0.00092832564,0.0035009177,0.010218081,0.013095948,0.9705353
0.00072454556,0.00054729235,0.0006516838,0.0023956485,0.0072597587,0.014321725,0.9740993
0.0006816908,0.00045549058,0.0005747761,0.0021524203,0.0068969247,0.012975372,0.97626334
0.00069929304,0.00049581396,0.00053637166,0.0027680811,0.0077044414,0.01438887,0.9734071
0.0006581213,0.00048578496,0.00050972664,0.0028263258,0.007041094,0.013398321,0.9750806
0.00066288456,0.0004901967,0.0005014423,0.0025935052,0.006546811,0.009855949,0.97934926
0.0008803985,0.0003749856,0.0005079135,0.0022145978,0.005676766,0.004268643,0.9860767
0.00090984267,0.00036536093,0.0004944818,0.0019969929,0.006833654,0.0034418837,0.9859578
0.0009292094,0.00041361002,0.00055859674,0.001993415,0.007390232,0.003842868,0.98487204
0.00084974617,0.0005981417,0.00055151945,0.0023805643,0.007826433,0.009737552,0.9780561
0.000834822,0.000590423,0.00052859576,0.0024299389,0.007700234,0.008818714,0.9790973
0.0007765698,0.0006175818,0.0005353045,0.0022130222,0.0072773886,0.010415201,0.97816485
0.0007569457,0.00057897816,0.00049736083,0.0021043713,0.0069679823,0.009573889,0.97952044
0.0008820889,0.0006829981,0.0004502808,0.002003168,0.0078240065,0.007171185,0.9809863
0.00085864495,0.0006810606,0.0004705363,0.0020400537,0.008221735,0.0073294095,0.9803986
0.00088513986,0.00058502663,0.0004239926,0.0019771275,0.0076966486,0.00641004,0.98202205
0.00095130154,0.0006268506,0.00045871257,0.0021443043,0.007740937,0.0071144463,0.98096347
0.0009506505,0.0005590465,0.0004460962,0.0020003365,0.0077936314,0.006761232,0.981489
0.00091803435,0.0005523469,0.0004395901,0.0020782738,0.0073359725,0.0065375394,0.9821383
0.0012295353,0.0006962511,0.00050561386,0.0019576119,0.008885163,0.0049366774,0.9817892
0.0012958524,0.00073104474,0.0004566044,0.0018401745,0.009493619,0.00439854,0.9817841
0.0010887887,0.0005171973,0.00038464632,0.001806858,0.008478081,0.0032223,0.98450214
0.0011173546,0.0005190129,0.0003868922,0.0016881819,0.008534567,0.0034319519,0.984322
0.0010096914,0.00048373803,0.000308718,0.0016543777,0.007551955,0.0025064582,0.986485
0.001013089,0.0004764993,0.00030262946,0.0017152021,0.007187179,0.0027419543,0.98656344
0.0012130461,0.0005152769,0.00024044671,0.0017515874,0.006243697,0.002542283,0.9874937
0.0013955194,0.00041827429,0.0002550148,0.001502913,0.0062951725,0.0015270988,0.98860604
0.0011340978,0.0004743821,0.00024121192,0.0016059584,0.006386237,0.0025459765,0.9876122
0.0013259115,0.00035774475,0.00022398338,0.0014138815,0.005941071,0.0014074126,0.98933
0.001208483,0.000356093,0.00024149992,0.0017918209,0.0063579236,0.0014027306,0.98864144
