user_id,stimuli,label,ground_truth_rating,fixation_count_total,fixation_count_per_word,fixation_count_per_image,fixation_duration_avg,fixation_duration_total,fixation_duration_std,fixation_duration_max,fixation_duration_per_word,fixation_duration_per_image,saccade_count_total,saccade_duration_total,saccade_duration_avg,saccade_duration_std,saccade_length_avg,saccade_length_std,saccade_velocity_max,scanpath_length,scanpath_duration_total,overall_pupil_diameter_mean,overall_pupil_diameter_std,num_aoi_transitions,fixation_rate,relative_saccade_angles_avg,relative_saccade_angles_std,absolute_saccade_angles_avg,absolute_saccade_angles_std,pupil_width_l_avg,pupil_width_l_std,pupil_width_l_max,pupil_width_l_min,pupil_width_r_avg,pupil_width_r_std,pupil_width_r_max,pupil_width_r_min,first_fixation_pupil_width_l,last_fixation_pupil_width_l,first_fixation_pupil_width_r,last_fixation_pupil_width_r
A01,102281,False,False,8,5.0,3.0,347.5,2780.0,190.34329888013244,792.0,1352.0,1428.0,5,300.0,60.0,83.80930735902786,163.57947795541708,162.71321334512373,11.119683344879766,817.8973897770853,3080.0,3.224190345177284,0.1012099654971283,1,224.74424552429667,1.0288407862815334,1.2188986830313373,1.2814283034939455,0.9498257029668976,3.2875636174128604,0.1058240360460454,3.4178619384765625,3.1084747314453125,3.1608170729417067,0.1027230616467775,3.3176727294921875,2.983154296875,3.41571044921875,3.2402801513671875,3.2679901123046875,3.131256103515625
A01,106490,True,True,10,5.0,5.0,257.6,2576.0,102.66147173003988,432.0,1228.0,1348.0,5,496.0,99.2,125.80620016517469,522.9309003250278,347.1782875363484,16.155971984989723,2614.654501625139,3072.0,2.867573038736979,0.0583612089936395,2,209.079283887468,-2.1506139222170413,0.9392091016753056,2.1506139222170413,0.9392091016753056,2.8998311360677085,0.0711828742376979,2.999359130859375,2.705322265625,2.83531494140625,0.0561331485731972,2.94842529296875,2.7784423828125,2.933944702148437,2.9651641845703125,2.92578125,2.7982330322265625
A01,106646,False,False,8,0.0,8.0,381.5,3052.0,154.80033222555713,628.0,0.0,3052.0,2,40.0,20.0,16.97056274847714,278.18377256021734,298.5002048214279,15.289227861719448,556.3675451204347,3092.0,3.052650451660156,0.0932156976024406,0,246.4833759590793,2.5478319408984955,0.0,2.5478319408984955,0.0,3.1064453125,0.0901072023983765,3.235626220703125,2.97332763671875,2.9988555908203125,0.0968743584254428,3.1483154296875,2.8531494140625,3.02203369140625,3.0876617431640625,2.92218017578125,2.9673309326171875
A01,106756,False,False,9,0.0,9.0,344.0,3096.0,125.12393855693642,440.0,0.0,3096.0,0,0.0,,,,,,0.0,3096.0,3.3727696736653647,0.1716173538555306,0,,,,,,3.4183349609375,0.200335948090757,3.722320556640625,3.194931030273437,3.327204386393229,0.144366408154422,3.50762939453125,3.158554077148437,3.225433349609375,3.61517333984375,3.1715240478515625,3.4847869873046875
A01,109141,True,True,11,8.0,3.0,264.0,2904.0,139.1172167634186,608.0,1684.0,1220.0,5,164.0,32.8,31.16408188925193,194.0809926142794,189.08881751161485,8.951765832091663,970.404963071397,3068.0,3.04742431640625,0.1616105378488695,2,235.613810741688,-0.3738267752998991,1.9871328609848016,1.8070330504054608,0.9072348206936832,3.0930843353271484,0.154050240884401,3.2659149169921875,2.8126220703125,3.001764297485352,0.1700203031232623,3.1917266845703125,2.6942901611328125,2.8126220703125,3.2264556884765625,2.6942901611328125,3.147323608398437
A01,114219,True,True,9,0.0,9.0,289.77777777777777,2608.0,108.6114379080051,480.0,0.0,2608.0,7,460.0,65.71428571428571,73.85958363840196,302.64262051928006,214.24433460588685,16.72278549091345,2118.4983436349603,3068.0,3.380262756347656,0.1237224357361133,0,211.3171355498721,-1.2067344160335045,1.8278943652444204,1.955279431122928,0.9870603363318916,3.395824178059896,0.1343656489171014,3.660736083984375,3.1959686279296875,3.3686647415161133,0.1159057905407362,3.6076507568359375,3.155502319335937,3.3708953857421875,3.660736083984375,3.286239624023437,3.6076507568359375
A01,121358,False,False,7,0.0,7.0,377.1428571428572,2640.0,323.181800524838,1040.0,0.0,2640.0,3,452.0,150.66666666666666,200.05332622411788,218.61616019825524,179.56721665608205,7.405994421670886,655.8484805947658,3092.0,3.216276168823242,0.0772041044032947,0,213.23529411764704,-1.267876557499353,0.3018584020522548,1.267876557499353,0.3018584020522548,3.2443790435791016,0.0995317194262743,3.3741455078125,3.051254272460937,3.1523513793945312,0.0947430622641241,3.2965087890625,2.9912261962890625,3.22918701171875,3.295562744140625,3.166717529296875,3.2209625244140625
A01,123622,False,True,11,8.0,3.0,266.54545454545456,2932.0,146.18643140617644,628.0,2088.0,844.0,5,136.0,27.2,10.73312629199899,315.9557056561422,183.43559570727697,14.636406844739025,1579.778528280711,3068.0,3.630783081054688,0.0920491656380771,3,237.85166240409208,-1.3478823607460635,1.917588232121035,2.195091610530733,0.8218906908811219,3.640744209289551,0.0946896117556965,3.798660278320313,3.4702911376953125,3.620821952819824,0.0958119954242718,3.734939575195313,3.4412078857421875,3.4702911376953125,3.6218109130859375,3.4412078857421875,3.5769195556640625
A01,127620,False,False,13,9.0,4.0,218.15384615384616,2836.0,78.9365210721524,336.0,1984.0,852.0,8,212.0,26.5,24.9284690951645,230.5930864527436,226.59478840723943,14.021738734841156,1844.7446916219485,3048.0,3.177107311430432,0.1757433775763489,2,230.81841432225065,-1.2994320164672482,1.0508192611544716,1.2994320164672482,1.0508192611544716,3.226669311523437,0.1916190331919528,3.5504150390625,3.009002685546875,3.1275453113374256,0.1621331854950358,3.3980255126953125,2.926254272460937,3.072784423828125,3.4252471923828125,2.977935791015625,3.301727294921875
A01,129862,True,True,11,3.0,8.0,265.45454545454544,2920.0,166.13510383802915,624.0,964.0,1956.0,7,140.0,20.0,18.475208614068023,148.086748577385,93.5397753908614,18.43626954414125,1036.6072400416951,3060.0,3.335537804497613,0.0696997362657942,2,236.89258312020465,0.9335307537641792,1.3462661659556938,1.5120830600700408,0.6304895536563488,3.3700603908962674,0.0655212506452411,3.469451904296875,3.2353973388671875,3.3010152180989585,0.0754667721367686,3.4292449951171875,3.1537322998046875,3.46905517578125,3.37933349609375,3.424301147460937,3.349945068359375
A01,133403,False,False,12,9.0,3.0,247.66666666666663,2972.0,132.2747370460666,496.0,1956.0,1016.0,4,96.0,24.0,26.733250207684563,220.10184608262705,260.7554767985009,11.693324001237016,880.4073843305082,3068.0,3.4786911010742188,0.1380449744676883,1,241.3682864450128,0.0779098404565926,2.270033228992097,2.006756298833814,1.063978364939378,3.517031669616699,0.1201547022931324,3.6673431396484375,3.3241424560546875,3.4403505325317383,0.1586497906838232,3.661880493164064,3.22198486328125,3.5481414794921875,3.3336639404296875,3.5459442138671875,3.22418212890625
A01,134538,False,False,8,1.0,7.0,310.0,2480.0,213.34880896249288,788.0,160.0,2320.0,5,600.0,120.0,100.1998003990028,328.87568106860465,171.66163660848557,7.983623157698784,1644.3784053430231,3080.0,2.853316673865685,0.1627632891320494,1,200.76726342711,-0.2213044265403191,2.7877892885489306,2.785979912813465,0.2430240563285291,2.87936518742488,0.1661895841501803,3.141082763671875,2.520172119140625,2.8272681603064904,0.1639266191544391,3.0426483154296875,2.4230194091796875,3.141082763671875,2.93798828125,3.0426483154296875,2.902923583984375
